conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,preprocessed_text
1931418379849502908,Sat Jun 07 23:13:19 +0000 2025,0,@masgah_ Ketegasan Presiden Prabowo bikin tidak ada toleransi buat penambang ilegal di Raja Ampat izin pun dicek berkala #TegasTanganiRajaAmpat,1931489680035549678,,masgah_,in,,0,0,0,https://x.com/undefined/status/1931489680035549678,1698581277363093504,,tegas presiden prabowo bikin toleransi tambang ilegal raja ampat izin cek kala
1931489672431288555,Sat Jun 07 23:13:17 +0000 2025,0,Langkah tegas pemerintah di Raja Ampat buktiin pidato Presiden Prabowo semua izin diaudit usaha ilegal langsung kena segel #TegasTanganiRajaAmpat https://t.co/eRTQO2sgeb,1931489672431288555,https://pbs.twimg.com/media/Gs4HnMYbEAAd1Ro.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489672431288555,1696417050993049600,,langkah perintah raja ampat buktiin pidato presiden prabowo izin audit usaha ilegal langsung kena segel
1931489668702597307,Sat Jun 07 23:13:17 +0000 2025,0,Evaluasi izin tambang makin ketat pemerintah bareng aparat hukum segel tambang ilegal demi lindungi ekosistem Raja Ampat #TegasTanganiRajaAmpat https://t.co/2gxU41uhH6,1931489668702597307,https://pbs.twimg.com/media/Gs4HnFAbQAAg9Oh.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489668702597307,1841391189062483968,,evaluasi izin tambang ketat perintah bareng aparat hukum segel tambang ilegal lindung ekosistem raja ampat
1931489664407658648,Sat Jun 07 23:13:15 +0000 2025,0,Pemerintah tegas banget di Raja Ampat tambang ilegal disegel izin nakal dicabut kondisinya bener-bener dievaluasi bareng Kementerian ESDM #TegasTanganiRajaAmpat https://t.co/45orzanB2G,1931489664407658648,https://pbs.twimg.com/media/Gs4Hm29aAAIEQrO.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489664407658648,1701445044509736960,,perintah raja ampat tambang ilegal segel izin nakal cabut kondisi bener bener evaluasi bareng menteri esdm
1931489662612431331,Sat Jun 07 23:13:15 +0000 2025,0,Pemerintah nggak tinggal diam buat Raja Ampat tambang distop izin dievaluasi yang melanggar siap dicabut bareng ESDM KLHK dan aparat hukum #TegasTanganiRajaAmpat https://t.co/8KL7Ge0BMt,1931489662612431331,https://pbs.twimg.com/media/Gs4Hmw3aQAAvLMR.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489662612431331,1876837600532860928,,perintah nggak tinggal diam raja ampat tambang stop izin evaluasi langgar cabut bareng esdm klhk aparat hukum
1931489660813095361,Sat Jun 07 23:13:15 +0000 2025,0,Bukan cuman raja Ampat gak sih? Lebih ke dalang dari rusaknya semua tanah Papua dengan dalih bakal mensejahterakan daerah sana pas bapaknya masih jadi presiden.,1931489660813095361,,,in,,0,0,0,https://x.com/undefined/status/1931489660813095361,1820770419043106816,,cuman raja ampat dalang rusak tanah papua dalih sejahtera daerah pas bapak presiden
1931416972992098602,Sat Jun 07 23:13:14 +0000 2025,0,@LanaKirani Negara makin nyata hadir di Raja Ampat tambang disegel izin usaha di-review ulang langkah konkret dari Presiden Prabowo #TegasTanganiRajaAmpat,1931489658715984121,,LanaKirani,in,,0,0,0,https://x.com/undefined/status/1931489658715984121,1696074615511232512,,negara nyata hadir raja ampat tambang segel izin usaha review ulang langkah konkret presiden prabowo
1931418379849502908,Sat Jun 07 23:13:11 +0000 2025,0,@masgah_ Aktivitas tambang di Raja Ampat direm dulu pemerintah cek ulang semua izin izin yang nakal langsung dicabut makin tegas bareng aparat hukum #TegasTanganiRajaAmpat,1931489645277352193,,masgah_,in,,0,0,0,https://x.com/undefined/status/1931489645277352193,1688439384419467264,,aktivitas tambang raja ampat rem perintah cek ulang izin izin nakal langsung cabut bareng aparat hukum
1931489640282034362,Sat Jun 07 23:13:10 +0000 2025,0,Evaluasi izin tambang di Raja Ampat dijalankan serius kegiatan tambang distop dan yang ilegal langsung disegel sejalan dengan ketegasan presiden prabowo #TegasTanganiRajaAmpat https://t.co/0lWllGsK8W,1931489640282034362,https://pbs.twimg.com/media/Gs4HlDwaYAAEQ-j.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489640282034362,1815656599807315968,,evaluasi izin tambang raja ampat jalan serius giat tambang stop ilegal langsung segel jalan tegas presiden prabowo
1931416551619809771,Sat Jun 07 23:13:09 +0000 2025,0,@doiseller Jangan harap bisa main-main di Raja Ampat pemerintah langsung segel tambang ilegal &amp; evaluasi izin ketegasan Presiden Prabowo bukti nyatanya #TegasTanganiRajaAmpat,1931489638528741806,,doiseller,in,,0,0,0,https://x.com/undefined/status/1931489638528741806,1702535563222618112,,harap main main raja ampat perintah langsung segel tambang ilegal evaluasi izin tegas presiden prabowo bukti
1931417042324013245,Sat Jun 07 23:13:07 +0000 2025,0,@evsspoir Pemerintah serius evaluasi izin tambang di Raja Ampat tambang ilegal nggak bakal lolos dari penyegelan aparat hukum #TegasTanganiRajaAmpat,1931489629561311338,,evsspoir,in,,0,0,0,https://x.com/undefined/status/1931489629561311338,1701850514269605888,,perintah serius evaluasi izin tambang raja ampat tambang ilegal nggak lolos segel aparat hukum
1931489629364162579,Sat Jun 07 23:13:07 +0000 2025,0,Ketegasan presiden Prabowo beneran diterapkan di Raja Ampat tambang distop dulu izin disisir tambang ilegal disegel siap cabut izin usaha yang melanggar #TegasTanganiRajaAmpat https://t.co/fA3JWiLHon,1931489629364162579,https://pbs.twimg.com/media/Gs4Hf0gawAAPTzE.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489629364162579,1696433717676580865,,tegas presiden prabowo beneran terap raja ampat tambang stop izin sisir tambang ilegal segel cabut izin usaha langgar
